site,thedate,type,taskcode,Calcium,Magnesium,Potassium,Sodium,CHLORIDE (AS Cl),"Chloride, Calculated",Hardness (As CaCO3),Salinity (from sodium),Specific Conductivity,Total Dissolved Solids
S01,2017-09-08T11:45:00Z,N,Stormwater,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
S01,2017-09-08T11:48:00Z,N,Stormwater,NA,NA,NA,NA,NA,74.84174,NA,NA,297.3,NA
S01,2017-09-08T11:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,74.7566,NA,NA,297,NA
S01,2017-02-19T11:25:00Z,N,Spring Melt,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2017-02-19T11:30:00Z,N,Spring Melt,NA,NA,NA,NA,NA,346.9208,NA,NA,1256,NA
S01,2017-02-19T11:40:00Z,N,Spring Melt,NA,NA,NA,NA,NA,348.3398,NA,NA,1261,NA
S01,2018-02-21T15:45:00Z,N,Spring Melt,NA,NA,NA,NA,NA,287.3228,NA,NA,1046,NA
S01,2018-02-21T15:47:00Z,N,Spring Melt,NA,NA,NA,NA,NA,285.0524,NA,NA,1038,NA
S01,2018-02-21T15:50:00Z,N,Spring Melt,NA,NA,NA,NA,1,284.4848,NA,NA,1036,NA
S01,2018-02-27T09:07:00Z,N,Spring Melt,NA,NA,NA,NA,NA,223.184,NA,NA,820,NA
S01,2018-02-27T09:10:00Z,N,Spring Melt,NA,NA,NA,NA,NA,223.184,NA,NA,820,NA
S01,2018-02-27T09:13:00Z,N,Spring Melt,NA,NA,NA,NA,NA,222.9002,NA,NA,819,NA
S01,2018-02-27T09:15:00Z,N,Spring Melt,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2017-03-01T12:05:00Z,N,Spring Melt,NA,NA,NA,NA,NA,203.6018,NA,NA,751,NA
S01,2017-03-01T12:10:00Z,N,Spring Melt,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2017-03-01T12:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,202.4666,NA,NA,747,NA
S01,2019-03-13T16:03:00Z,N,Spring Melt,NA,NA,NA,NA,NA,397.1534,NA,NA,1433,NA
S01,2019-03-13T16:05:00Z,N,Spring Melt,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2019-03-15T14:54:00Z,N,Spring Melt,NA,NA,NA,NA,NA,296.6882,NA,NA,1079,NA
S01,2019-03-15T14:56:00Z,N,Spring Melt,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2019-03-15T14:57:00Z,N,Spring Melt,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2017-03-17T13:40:00Z,N,Spring Melt,NA,NA,NA,NA,NA,373.3142,NA,NA,1349,NA
S01,2017-03-17T13:55:00Z,N,Spring Melt,NA,NA,NA,NA,1,374.1656,NA,NA,1352,NA
S01,2019-03-24T17:00:00Z,N,Spring Melt,NA,NA,NA,NA,NA,144.5714,NA,NA,543,NA
S01,2019-03-24T17:02:00Z,N,Spring Melt,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2018-03-28T16:27:00Z,N,Spring Melt,NA,NA,NA,NA,NA,204.1694,NA,NA,753,NA
S01,2018-03-28T16:30:00Z,N,Spring Melt,NA,NA,NA,NA,NA,201.0476,NA,NA,742,NA
S01,2018-03-28T16:33:00Z,N,Spring Melt,NA,NA,NA,NA,NA,197.9258,NA,NA,731,NA
S01,2018-03-28T16:35:00Z,N,Spring Melt,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2018-03-28T16:36:00Z,N,Spring Melt,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2019-03-29T08:29:00Z,N,Spring Melt,NA,NA,NA,NA,NA,144.8552,NA,NA,544,NA
S01,2019-03-29T08:30:00Z,N,Spring Melt,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2018-03-06T14:00:00Z,N,Spring Melt,NA,NA,NA,NA,1,248.1584,NA,NA,908,NA
S01,2018-03-06T14:02:00Z,N,Spring Melt,NA,NA,NA,NA,NA,249.5774,NA,NA,913,NA
S01,2018-03-06T14:04:00Z,N,Spring Melt,NA,NA,NA,NA,NA,250.145,NA,NA,915,NA
S01,2017-03-09T13:00:00Z,N,Spring Melt,NA,NA,NA,NA,NA,163.8698,NA,NA,611,NA
S01,2017-03-09T13:05:00Z,N,Spring Melt,NA,NA,NA,NA,1,164.1536,NA,NA,612,NA
S01,2017-05-01T12:12:00Z,N,Baseflow,NA,NA,NA,NA,NA,182.8844,NA,NA,678,NA
S01,2017-05-01T12:15:00Z,N,Baseflow,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2017-05-01T12:18:00Z,N,Baseflow,NA,NA,NA,NA,NA,183.7358,NA,NA,681,NA
S01,2017-05-01T12:22:00Z,N,Baseflow,NA,NA,NA,NA,NA,184.3034,NA,NA,683,NA
S01,2018-05-10T13:04:00Z,N,Baseflow,NA,NA,NA,NA,NA,285.3362,NA,NA,1039,NA
S01,2018-05-10T13:09:00Z,N,Baseflow,NA,NA,NA,NA,NA,285.3362,NA,NA,1039,NA
S01,2018-05-10T13:13:00Z,N,Baseflow,NA,NA,NA,NA,NA,285.0524,NA,NA,1038,NA
S01,2018-05-10T13:15:00Z,N,Baseflow,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2016-05-12T13:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,277.106,NA,NA,1010,NA
S01,2016-05-12T14:05:00Z,N,Baseflow,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2018-05-19T18:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2018-05-21T12:11:00Z,N,Stormwater,NA,NA,NA,NA,NA,300.0938,NA,NA,1091,NA
S01,2018-05-21T12:13:00Z,N,Stormwater,NA,NA,NA,NA,NA,299.5262,NA,NA,1089,NA
S01,2018-05-21T12:15:00Z,N,Stormwater,NA,NA,NA,NA,1,299.5262,NA,NA,1089,NA
S01,2017-05-05T17:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2015-05-06T11:00:00Z,N,Baseflow,1,1,NA,NA,1,203.318,1,NA,750,NA
S01,2017-05-07T12:15:00Z,N,Stormwater,NA,NA,NA,NA,NA,114.7724,NA,NA,438,NA
S01,2017-05-07T12:18:00Z,N,Stormwater,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2017-05-07T12:20:00Z,N,Stormwater,NA,NA,NA,NA,NA,114.7724,NA,NA,438,NA
S01,2015-06-01T13:25:00Z,N,Stormwater,1,1,NA,NA,1,87.2438,1,NA,341,NA
S01,2019-06-10T09:55:00Z,N,Baseflow,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2016-06-05T20:30:00Z,N,Stormwater,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2016-06-07T13:05:00Z,N,Stormwater,NA,NA,NA,NA,NA,176.357,NA,NA,655,NA
S01,2016-06-07T13:10:00Z,N,Stormwater,NA,NA,NA,NA,NA,176.0732,NA,NA,654,NA
S01,2015-07-14T11:15:00Z,N,Baseflow,1,1,NA,NA,1,299.81,1,NA,1090,NA
S01,2016-07-14T22:30:00Z,N,Stormwater,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2016-07-15T15:05:00Z,N,Stormwater,NA,NA,NA,NA,NA,226.5896,NA,NA,832,NA
S01,2016-07-15T15:10:00Z,N,Stormwater,NA,NA,NA,NA,NA,226.5896,NA,NA,832,NA
S01,2017-07-17T13:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,261.497,NA,NA,955,NA
S01,2017-07-17T13:45:00Z,N,Baseflow,NA,NA,NA,NA,NA,261.2132,NA,NA,954,NA
S01,2017-07-17T13:50:00Z,N,Baseflow,NA,NA,NA,NA,1,261.7808,1,NA,956,NA
S01,2018-07-17T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2017-07-18T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2018-07-18T11:31:00Z,N,Stormwater,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2018-07-18T11:33:00Z,N,Stormwater,NA,NA,NA,NA,NA,229.9952,NA,NA,844,NA
S01,2018-07-18T11:34:00Z,N,Stormwater,NA,NA,NA,NA,NA,230.279,NA,NA,845,NA
S01,2018-07-18T11:37:00Z,N,Stormwater,NA,NA,NA,NA,NA,229.9952,NA,NA,844,NA
S01,2017-07-19T12:26:00Z,N,Stormwater,NA,NA,NA,NA,NA,157.0586,NA,NA,587,NA
S01,2017-07-19T12:29:00Z,N,Stormwater,NA,NA,NA,NA,NA,157.0586,NA,NA,587,NA
S01,2017-07-19T12:30:00Z,N,Stormwater,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2017-07-19T12:32:00Z,N,Stormwater,NA,NA,NA,NA,NA,157.3424,NA,NA,588,NA
S01,2016-07-05T13:30:00Z,FD,Baseflow,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2016-07-05T13:30:00Z,N,Baseflow,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2016-07-05T13:32:00Z,N,Baseflow,NA,NA,NA,NA,NA,296.972,NA,NA,1080,NA
S01,2016-07-05T13:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,294.134,NA,NA,1070,NA
S01,2018-07-09T12:07:00Z,N,Baseflow,NA,NA,NA,NA,NA,298.391,NA,NA,1085,NA
S01,2018-07-09T12:09:00Z,N,Baseflow,NA,NA,NA,NA,NA,340.961,NA,NA,1235,NA
S01,2018-07-09T12:10:00Z,N,Baseflow,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2018-07-09T12:11:00Z,N,Baseflow,NA,NA,NA,NA,NA,339.2582,NA,NA,1229,NA
S01,2015-08-12T11:00:00Z,N,Stormwater,1,1,NA,NA,1,NA,1,NA,NA,NA
S01,2015-09-11T09:40:00Z,N,Stormwater,1,1,NA,NA,1,NA,1,NA,NA,NA
S01,2016-09-11T11:51:00Z,N,Stormwater,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2016-09-12T12:06:00Z,N,Stormwater,NA,NA,NA,NA,NA,399.14,NA,NA,1440,NA
S01,2016-09-12T12:12:00Z,N,Stormwater,NA,NA,NA,NA,NA,399.14,NA,NA,1440,NA
S01,2018-09-17T11:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,192.5336,NA,NA,712,NA
S01,2018-09-17T11:57:00Z,N,Baseflow,NA,NA,NA,NA,NA,192.2498,NA,NA,711,NA
S01,2018-09-17T11:58:00Z,N,Baseflow,NA,NA,NA,NA,NA,191.966,NA,NA,710,NA
S01,2018-09-17T12:00:00Z,N,Baseflow,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2015-09-18T10:15:00Z,N,Baseflow,1,1,NA,NA,1,NA,1,NA,NA,NA
S01,2018-09-18T09:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2018-09-19T10:22:00Z,N,Stormwater,NA,NA,NA,NA,NA,193.1012,NA,NA,714,NA
S01,2018-09-19T10:23:00Z,N,Stormwater,NA,NA,NA,NA,NA,194.804,NA,NA,720,NA
S01,2018-09-19T10:24:00Z,N,Stormwater,NA,NA,NA,NA,NA,194.5202,NA,NA,719,NA
S01,2018-09-19T10:29:00Z,N,Stormwater,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2016-09-02T15:40:00Z,N,Baseflow,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2016-09-02T15:45:00Z,N,Baseflow,NA,NA,NA,NA,NA,350.894,NA,NA,1270,NA
S01,2016-09-02T16:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,348.056,NA,NA,1260,NA
S01,2016-09-02T16:10:00Z,N,Baseflow,NA,NA,NA,NA,NA,345.218,NA,NA,1250,NA
S01,2017-09-24T09:06:00Z,N,Baseflow,NA,NA,NA,NA,NA,328.4738,NA,NA,1191,NA
S01,2017-09-24T09:09:00Z,N,Baseflow,NA,NA,NA,NA,NA,328.4738,NA,NA,1191,NA
S01,2017-09-24T09:10:00Z,FD,Baseflow,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2017-09-24T09:10:00Z,N,Baseflow,NA,NA,NA,NA,1,NA,1,NA,NA,NA
S01,2017-09-24T09:13:00Z,N,Baseflow,NA,NA,NA,NA,NA,328.4738,NA,NA,1191,NA
S01,2017-09-07T15:40:00Z,N,Stormwater,NA,NA,NA,NA,NA,78.67304,NA,NA,310.8,NA
S01,2017-09-07T15:43:00Z,N,Stormwater,NA,NA,NA,NA,NA,78.7298,NA,NA,311,NA
S01,2017-09-07T15:46:00Z,N,Stormwater,NA,NA,NA,NA,NA,78.90008,NA,NA,311.6,NA
S01,2017-09-07T15:53:00Z,N,Stormwater,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
S01,2017-09-07T04:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
